CurrentlyListed,Name,RFMOName,IMO,NNR,VesselType,GearType,Flag,IRCS,MMSI,GT,DWT,Length,YearOfBuild,Depth,BuiltIn,OwnerName,OperatorName,VesselStatus,IOTC,Reason,ICCAT,Reason,IATTC,Reason,WCPFC,Reason,CCAMLR,Reason,SEAFO,Reason,INTERPOL,Reason,NEAFC,Reason,NAFO,Reason,SPRFMO,Reason,CCSBT,Reason,GFCM,Reason,NPFC,Reason,SIOFA,Reason
FALSE,UTHAIWAN,WISDOM SEA REEFER,7637527,47912077,Reefer,,Mongolia,"TJMC52, JVJT7",613003596,2989,3771,101.94,197709,8.01,"Groningen, Netherlands",PK Shipping & Agency Co Ltd,PK Shipping & Agency Co Ltd,Broken Up,2018-05 - 2021,Contravention of IOTC Resolution 17/03,2018-06-06 - 2021-03-05,Cross listing,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
FALSE,VACHANAM,VACHANAM,,TN2/FV/01256/12dt,Fishing Vessel,"Gillnets, Longline",India,,,,,,,,,Satrin T,,,2017-05 - 2019-06,Fishing without a license and use of prohibited gear in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,VEDRA,Acros No. 3,7717913,L-0326796,Fishing Vessel,,Honduras,HQTK9,,551,359,50.04,197710,3.65,"Ise, Mie, Goriki Zosensho (Ise, Mie, Japan), Japan",Pesqueras Inversiones  SA,Pesqueras Inversiones  SA,Scuttled,2019-12 - ,Cross-listing,2006-11-26 - 2022,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,2006-11 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,VIARSA I,Viarsa I,8001335,,Fishing Vessel,,,,,678,433,53.56,198004,3.71,"Ise, Mie, Goriki Zosensho, Japan",Viarsa Fishing Co Inc,Navalmar SA,Broken Up,,,,,,,,,2003-11-07 - 2008-11-07,Apprehended 58.5.2; Sighted inside Division 58.5.1,2007-10-31 - 2008-11-07,,,,,,,,,,,,,,,,,
FALSE,VICENTE,Athena F,9130781,P-04-01010,Fishing Vessel,Purse seine,Ecuador,HC6037,735059596,"3722.000, 3708.000, 1997.000",3709,107.5,199612,10.08,"Vigo, Group Tomas A. Alonso 100, Apartado 35, 36208 Vigo (Pontevedra), Spain, H. J. Barreras","Productora Nacional Atunera Ecuatoriana Proatuna,",Productora Nacional Atunera Ecuatoriana ProatunaSA; Productora Nacional Atunera Ecuatoriana Proatuna SA,In Service/commission,,,,,,,2007-12-07 - 2008-12-12,,,,,,,,,,,,,,,,,,,,,
FALSE,VIKING,Viking,8713392,,Fishing Vessel,,Unknown,,,1322,,70.11,198712,6.81,"Muroran, Hokkaido, 1987-12 Narasaki Zosen KK - Muroran HK Yard/hull No.: 1102, Japan",Betex Limited,Rptd Sold Undisclosed Interest,Scuttled,,,,,,,,,2004 - 2016-10-28,Assisting IUU operations of Thule,2007 - 2019,,,,,,,,,,,,2014-05 - 2018,,,,,
TRUE,VIRILE,Melilla No. 101,7920182,,Fishing Vessel,Longline,,,,387,385,50.15,198005,3.57,"Shimizu, Shizuoka, Miho Zosensho K.K. - Shimizu Yard/hull No.: 1146, Japan",North Cargo Service SA; MR. KI-CHOUL WANG,North Cargo Service SA; MR. KI-CHOUL WANG,In Service/commission,2019-12 - ,Cross-listing,2006-11-26 - 2022-01-29,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,2006 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,VLADIVOSTOK 2000,Damanzaihao,7913622,200661816,"Fishing Vessel, Fish factory ship",,Russia,UBES7,273455520,"49367.000, 49366.990",36484,228.6,1980,19.03,"Tsurimi Shipyard, Yokohama, Japan, Yokohama, Kanagawa, Japan, Yokohama",DVS-R Pte Ltd,DVS-R Pte Ltd,In Service/commission,,,,,,,,,,,,,,,,,,,2015-02-06 - 2020-02-14,Prolonged presence in the SPRFMO Area without authorisation and providing support to five authorised Peruvian trawlers,,,,,,,2019 - 2020,Cross-listing
FALSE,WAN FENG,Wan Feng,,,,,Papua New Guinea,,,,,,,,,Coco Enterprises,Sunrise International,,2005-06-03 - 2008-06-11,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WANG JIA MEN 89,Dragon 16,,,,,Unknown,,,99,,29.3,2000,2,Chien Renn Shipbuilding Co. Ltd,Bluefin Todo De Belize Co. Ltd.,IMPERIO PESQUERO DEL PACÍFICO S.A.,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WANG JIA MEN 99,Wang Jia Men 99,9257163,280110087,Fishing Vessel,Longline,Belize,V3LV,,140,,29.8,200109,2.15,"Xinyuan, Jin Jiahn Lih Shipbuilding Co., Ltd., Chinese Taipei",Captura Todo de Belize Co Ltd,Captura Todo de Belize Co Ltd,Total Loss,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WANG JIA MEN NO. 88,Wan Jia Men No. 88,,,Fishing Vessel,Longline,Unknown,,,99,,29.3,2000,2,Chien Renn Shipbuilding Co. Ltd,Captura Todo de Belize Co Ltd,IMPERIO PESQUERO DEL PACÍFICO S.A.,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"WASANA 318, WASANA NO.318",Maya 31,8977601,,"Fishing Vessel, Trawler","Longline, Trawl unspecified",,,,"101.000, 81.619",,"27.000, 23.800, 27.012",200200,2,"Kaohsiung, Shing Sheng Fa Boat Building Co., Chinese Taipei, Taiwan",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"WASANA 328, WASANA NO.328",Maya 32,8977613,,"Fishing Vessel, Trawler","Longline, Trawl unspecified",,,,"101.000, 81.619",,"27.000, 23.800, 27.012",200200,2,"Kaohsiung, Shing Sheng Fa Boat Building Co., Chinese Taipei, Taiwan",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"WASANA 382, WASANA NO.382",Maya 11,1740877,IMUL-A-0139-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5456,,"79.000, 81.619",,"27.000, 23.800, 27.012",200108,2,"Taiwan, Chinese Taipei",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WASANA NO. 380,Maya 1,8525226,IMUL-A-0133-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5467,,"79.000, 81.619",,"27.000, 27.012",200001,2,"Taiwan, Chinese Taipei",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WASANA NO. 381,Maya 2,1740865,IMUL-A-0138-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5469,,"79.000, 81.619",,"27.000, 27.012",200002,2,"Taiwan, Chinese Taipei",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WASANA NO. 385,Maya 12,1740889,IMUL-A-0134-CBO,Fishing Vessel,"Longline, Gillnets",Sri Lanka,4SF5454,,"79.000, 81.619",,"27.000, 23.800, 27.012",200002,2,"Taiwan, Chinese Taipei",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WASANA NO. 387,Maya 22,1740891,IMUL-A-0135-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5463,,"79.000, 81.619",,"27.000, 23.800, 27.012",200108,2,"Taiwan, Chinese Taipei",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WASANA NO. 388,Maya 61,1740906,IMUL-A-0136-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5462,,"79.000, 81.619",,"27.000, 23.800, 27.450, 27.012",200208,2,"Shing Sheng Fa Boat Building Co. Ltd, Shing Sheng Fa Boat Building Co., LTD, Taiwan, Chinese Taipei, Shing Sheng Fa Boat Building Co., Ltd., Shing Sheng Fa Boat Building Company, Ltd.",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
FALSE,WASANA NO. 389,Maya 62,1740918,IMUL-A-0137-CBO,Fishing Vessel,Longline,Sri Lanka,4SF5464,,"79.000, 81.619",,"27.000, 23.800, 27.012",200208,2,"Shing Sheng Fa Boat Building Co. Ltd, Taiwan, Chinese Taipei",EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,EXECUTIVE  DIRECTOR.GLOBAL FISHERIES (PVT) LTD; GLOBAL FISHERIES (PVT)LTD,In Service/Commission,,,,,2005-12-26 - 2007-06-29,,,,,,,,,,,,,,,,,,,,,,,
TRUE,WEN TENG NO. 688,Wen Teng No. 688,8994295,,Fishing Vessel,,Unknown,,,119,,25.8,200101,2.2,"Xinyuan, Lien Fong Shipbuilding Co., Ltd., Chinese Taipei",Kee Yu Pao,Kee Yu Pao,In Service/commission,2019-12 - ,Cross-listing,2013-08-20 - ,,2005-12-26 - ,,,,,,,,,,2005 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,WEST OCEAN,West Ocean,9230672,,Fishing Vessel,,China,BZTX8,,647,,54.55,200103,3.65,"Kaohsiung, Lien Cherng Shipbuilding Co., Ltd. (Kaohsiung , China, Republic Of (Taiwan)), Chinese Taipei","China National Fisheries Corporation, CHINA NATIONAL FISHERIES CORPORATION","China National Fisheries Corporation, CHINA NATIONAL FISHERIES CORPORATION",In Service/commission,,,,,,,,,2006-11-03 - 2011-11-01,,2007-10-31 - 2011,,,,,,,,,,,,,,,,,
FALSE,WISDOM,WISDOM,,IND-TN-15-MM-395,Fishing Vessel,"Gillnets, Handline",India,,,,,,,,,Lowerence,,,2017-05 - 2018-12-14,Fishing without a license and use of prohibited gear in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,XIN SHI JI 16,Xin Shi Ji 16,9627253,"001427, 000820",Fishing Vessel,Longline,Fiji,3DTN,,198,,39.6,201011,3.6,"Rongcheng, Shandong, Huanghai Shipbuilding Co. Ltd, China, China, People's Republic Of",Xin Shi Ji Fisheries Limited,Xin Shi Ji Fisheries Limited,In Service/commission,2019-12 - 2021-06-09,Cross-listing,2014-08-12 - 2019,From IATTC,2014-07-18 - 2018-09-05,Operating in the IATTC area without authorisation,,,,,,,,,2019-10-01 - ,Cross-listing ,,,,,,,,,,,2020 - ,Cross-listing
TRUE,XING HAI FENG,XING HAI FEN,7826233,,Fishing Vessel,,,3FHW5,,2657,1741,85,198003,9.2,"Gdansk, Stocznia Polnocna SA (Northern Shipyard), Poland",Ocean Lion Shipping SA,Ocean Lion Shipping SA,In Service/commission,2005-06-03 - ,"Contravention of IOTC Resolution 02/04, 02/05, 03/05",2009 - ,"IOTC. Contravention of IOTC Resolutions 02/04, 02/05 and 03/05",,,,,,,,,,,2005 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,YI HONG 3,Yi Hong 3,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,,,,,,,2020 - ,Cross-listing
TRUE,YU FONG 168,Yu Fong 168,,,,,Unknown,BJ4786,,,,,,,,Chang Lin Pao-Chun; Mr Jang Faa Sheng,Mr Jang Faa Sheng,,2015-05-01 - ,Operating in the IOTC area without authorisation,2013-03-14 - ,FOLLOWING WCPFC,,,2009-07-01 - ,"Fishing in the Exclusive Economic Zone of the Republic of the Marshall Islands without permission and in contravention of Republic of the Marshall Islands’s laws and regulations. (CMM 2007-03, para 3b)",,,,,,,2009 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,YU FU 11,Yu Fu 11,,,,,Papua New Guinea,,,,,,,,,Coco Enterprises,Sunrise International,,2005-06-03 - 2008-06-11,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG,Yu Long,9257151,P-04-00959,Fishing Vessel,Longline,Ecuador,HC5585,,125,,29.7,200100,2.15,"Xinyuan, Chinese Taipei, Jin Jiahn Lih Shipbuilding Co., Ltd., Jin Jiahn Lih Shipbuilding Company, Ltd.",Tankan S.A.,,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG 125,Yu Long 125,8995445,,Fishing Vessel,Longline,,,,125,,,200201,2.15,"Xinyuan, Jin Jiahn Lih Shipbuilding Co., Ltd., Chinese Taipei",Shealth Services (Thailand) Co Ltd,Shealth Services (Thailand) Co Ltd,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG 66,Yu Long 66,8673023,20210154,Fishing Vessel,Longline,Belize,V3ZS6,,128,,28.4,"1999, 200001",3.5,"Tecnonaval SA, Chinese Taipei","Transportes El Pescador, S.A.",Pesca Tuna SA; Pescatuna Sociedad Anonima,Total Loss,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG 70,Yu Long 70,8673035,,Fishing Vessel,,Costa Rica,,,101,,27.2,199801,3.5,"Tecnonaval SA, Chinese Taipei",Hung Chuan Wang Shih / Comercializadora El Pez Dorado del Mar SA,Pesca Tuna SA; Pescatuna Sociedad Anonima,In Service/Commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG 88,Yu Long 88,,,,,Belize,V3ZT6,,76,,26.5,2000,3.5,"Jin Jiahn Lih Shipbuilding Co., Ltd.",,Pesca Tuna SA; Pescatuna Sociedad Anonima,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG NO. 10,Yu Long No. 10,9265562,,Fishing Vessel,,Unknown,V3TK6,,125,,25.8,200201,2.15,"Xinyuan, Jin Jianh Lih Shipbuilding Co. Ltd., Chinese Taipei",Yu Long Fishery Co Ltd,Yu Long Fishery Co Ltd,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG NO. 12,Tarzan 18,,,Fishing Vessel,Longline,Unknown,,,99,,29.3,2001,2,Chien Renn Shipbuilding Co. Ltd,Yu Long Fishery Co Ltd,Yu Long Fishery Co Ltd,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG NO. 26,Yu Long 26,2699817,,Fishing Vessel,Longline,,,,55,,22.1,200209,1.7,"Chinese Taipei, Jin Jiahn Lih Shipbuilding Co., Ltd.",Pesca Tuna SA; Pescatuna Sociedad Anonima,Pesca Tuna SA; Pescatuna Sociedad Anonima,In Service/Commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG NO. 35,Yu Long 35,2700666,,Fishing Vessel,Longline,,,,55,,18.3,200204,1.7,"Chinese Taipei, Jin Jiahn Lih Shipbuilding Co., Ltd.",Pesca Tuna SA; Pescatuna Sociedad Anonima,Pesca Tuna SA; Pescatuna Sociedad Anonima,In Service/Commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,YU LONG NO. 6,Yu Long No. 6,9265550,,Fishing Vessel,Longline,,,,125,,"28.900, 29.700",200201,2.15,"Xinyuan, Jin Jiahn Lih Shipbuilding Co., Ltd., Chinese Taipei",Shealth Services (Thailand) Co Ltd,Shealth Services (Thailand) Co Ltd,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
TRUE,YU MAAN WON,Yu Maan Won,,,,,Unknown,,,,,,,,,,,,2007-05-18 - ,IOTC Contravention of IOTC Resolution 07/02,2009 - ,,,,,,,,,,,,2007 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,YUANDA 6,YUANDA 6,,,Fishing Vessel,,China,,412356488,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2019 - ,"A Japanese patrol vessel sighted this vessel conducting fishing operation in the Convention area at 25°45'9N, 147°07'06E on April 15, 2019. This nameless vessel (assumed “YUANDA6” from the vessel’s MMSI 412356488) was operating and running away",2020 - ,Cross-listing
TRUE,YUANDA 8,YUANDA 8,,,Fishing Vessel,,China,,412365486,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2019 - ,,2020 - ,Cross-listing
TRUE,YUTUNA NO. 1,YUTUNA NO. 1,,69 00 4 40 166,Fishing Vessel,Longline,,CPA302,,,,,,,,Tseng Ming Tsai,Yen Shih Hsiung,,2017-05 - ,Contravention of IOTC Resolution 11/03,2017-07-15 - ,Following IOTC,,,,,,,,,,,2017 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,YUTUNA NO. 3,YUTUNA 3 (HUNG SHENG NO. 166),,,Fishing Vessel,Longline,,CPA212,,,,,,,,Yen Shih Hsiung,Lee Shih Yuan,,2017-05 - ,Contravention of IOTC Resolution 11/03,2017-07-15 - ,Following IOTC,,,,,,,,,,,2017 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,ZHE LING YU LENG 90055,ZHE LING YU LENG 90055,,,Fish carrier,,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHE LING YU LENG 905,ZHE LING YU LENG 905,,,Fish carrier,,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHEXIANG YU 23029,ZHEXIANG YU 23029,,,Fishing Vessel,,China,,412123526,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2019 - ,"Japanese patrol vessel sighted this fishing vessel in the Convention area at 25°42'03N, 147°11'02E on April 15, 2019. This vessel apparently had just finished as the gear was wet. the vessel name, which was not registered on the NPFC vessel registry",2020 - ,Cross-listing
FALSE,ZHOU YU 625,Zhou Yu 625,8982917,,Fishing Vessel,,Unknown,,,195,,36.4,198200,3.7,"Ningbo, Zhejiang, Ningbo Fishing Vessel Shipyard, China, People's Republic Of",Chen Cailong,Chen Cailong,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,ZHOU YU 632,Zhou Yu 632,8982955,,Fishing Vessel,,Unknown,,,195,,36.4,198100,3.7,"Ningbo, Zhejiang, Ningbo Fishing Vessel Shipyard, China, People's Republic Of",Chen Cailong,Chen Cailong,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,ZHOU YU 641,Zhou Yu 641,8833659,,Fishing Vessel,,Unknown,,,195,103,41,198300,3.7,"Yantai, Shandong, Yantai Fishing Vessel Shipyard, China, People's Republic Of",Chen Cailong,Chen Cailong,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,ZHOU YU 642,Zhou Yu 642,8833661,,Fishing Vessel,,Unknown,,,195,103,41,198300,3.7,"Yantai, Shandong, Yantai Fishing Vessel Shipyard, China, People's Republic Of",Chen Cailong,Chen Cailong,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
TRUE,"ZHOU YU 651, ZHOUYU651",ZHOU YU 651,,,Fishing Vessel,Lift nets,,,412658989,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017-07 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHOU YU 652,ZHOU YU 652,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHOU YU 653,ZHOU YU 653,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHOU YU 656,ZHOU YU 656,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHOU YU 657,ZHOU YU 657,,,Fishing Vessel,Lift nets,China,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHOU YU 658,ZHOU YU 658,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHOU YU 659,ZHOU YU 659,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHOU YU 660,ZHOU YU 660,,,,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,ZHOU YU 661,ZHOU YU 661,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,"ZHOU YU 808, ?? 808",Unknown (*),,,Fishing Vessel,,China,,,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2019 - ,"A Japanese trawl vessel sighted this fishing vessel indicating its vessel name “ZHOU YU 808” MMSI 412671880, in the Koko seamount area of Convention area at 36°44'N, 171°27'E on August 29, 2018, allegedly conducted fishing for deep sea coral.",2020 - ,Cross-listing
TRUE,"ZHOU YU 809, ?? 809",Unknown (*),,,Fishing Vessel,,China,,,,,,,,,,,,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2019 - ,"A Japanese trawl vessel sighted this fishing vessel indicating its vessel name “ZHOU YU 809” MMSI 412401260, in the Koko seamount area of Convention area at 36°44'N, 171°27'E on August 29, 2018, allegedly conducted fishing for deep sea coral.",2020 - ,Cross-listing
